Codigo,Nombre Oferta,Empresa,Ubicacion,Salario,Modalidad,Fecha Publicacion,Descripcion,Requisitos,URL,Nivel_Educacion,Anios_Experiencia,Conocimientos_Explicitos,Idiomas,Habilidades_Tecnicas,Total_Habilidades_Detectadas,Salario_COP,Salario_Millones,Seniority,Nivel_Educativo_Ordinal,Skill_Python,Skill_R,Skill_SQL,Skill_Scala,Skill_Java / C++,Skill_Power BI,Skill_Tableau,Skill_Excel Avanzado,Skill_Qlik,Skill_Looker,Skill_Spark / PySpark,Skill_Databricks,Skill_Hadoop / Hive,Skill_Kafka,Skill_AWS,Skill_Azure,Skill_Google Cloud (GCP),Skill_Machine Learning General,Skill_Deep Learning,Skill_NLP / LLMs,Skill_Computer Vision,Skill_Scikit-Learn,Skill_TensorFlow / Keras,Skill_PyTorch,Skill_Estadística / Modelamiento,Skill_ETL / Pipelines de Datos,Skill_Airflow,Skill_Docker / Kubernetes,Skill_Git / Control de Versiones,Skill_Bases de Datos NoSQL,Skill_MLOps
968C944FFE0F865261373E686DCF3405,Joven investigadora,RYMEL INGENIERIA ELECTRICA S . A . S .,"Copacabana, Antioquia","$ 2.799.998,00 (Mensual)",No especificada,Hace  4  días,"¡Buscamos Joven Investigadora para nuestro equipo en Rymel Ingeniería Eléctrica!
¿Te apasiona la investigación, la innovación, el análisis de datos y la inteligencia artificial aplicada al sector eléctrico? ¡Esta oportunidad es para ti!
Como Joven Investigadora tendrás la oportunidad de:
-Participar en la construcción y validación de prototipos de monitoreo para transformadores de distribución.
-Realizar recolección, depuración y análisis de datos experimentales.
-Apoyar el desarrollo y validación de algoritmos de Inteligencia Artificial para la detección de anomalías.
-Ejecutar pruebas de laboratorio y documentar resultados técnicos.
-Apoyar la elaboración de informes, artículos científicos y actividades de divulgación.
Buscamos una persona con:
-Formación profesional en Ingeniería Eléctrica, Electrónica, Mecatrónica o áreas afines. Se requiere ser recién graduada o contar con hasta 6 meses de experiencia. Se validan las prácticas profesionales como experiencia.
-Fundamentos de transformadores de distribución y sistemas eléctricos de potencia.
-Conocimientos en interpretación de variables eléctricas: voltaje, corriente, potencia, temperatura y calidad de energía.
-Conocimientos básicos en instrumentación electrónica y sensores.
-Bases de programación.
-Conceptos básicos de Machine Learning e Inteligencia Artificial.
-Deseable participación en semilleros, grupos de investigación o proyectos de I+D+i.
¿Qué te ofrecemos?
-Contratación directa con la compañía.
-Servicio de alimentación.
-Póliza o seguro de vida.
-Oportunidades de aprendizaje y desarrollo profesional.
-Estabilidad laboral.
-Modalidad: Presencial.
¡Únete a la familia Rymel y sé parte de un proyecto que impulsa la investigación y la innovación en el sector eléctrico!",Educación mínima: Universidad / Carrera Profesional | Menos de 1 año de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-joven-investigadora-copacabana-en-copacabana-968C944FFE0F865261373E686DCF3405#lc=ListOffers-Score3-6,Universidad / Carrera Profesional,1,,No especificado,Machine Learning General,1,2799998.0,2.799998,Junior / Trainee (0-1 años),3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
086FBCA6BF604F3261373E686DCF3405,Data Engineer,DROPI,"Cali, Valle del Cauca",A convenir / No especificado,Presencial y remoto,Hace  4  días,"En Dropi, la plataforma que está revolucionando el e-commerce en LATAM, seguimos creciendo y queremos que hagas parte de este viaje.
¿Te apasiona construir arquitecturas de datos escalables?
¿Te mueve transformar grandes volúmenes de información en soluciones robustas, seguras y de alto rendimiento en la nube?
Buscamos un(a) Data Engineer que se sume a nuestro equipo con excelencia técnica, enfoque en calidad y capacidad para diseñar e implementar soluciones de datos escalables en entornos Cloud (AWS).
 ¿Qué harás en Dropi?
Diseñar, construir y mantener pipelines de datos robustos y escalables para la ingesta, transformación y carga de datos.
Implementar y gestionar soluciones de data warehousing y data lakes utilizando tecnologías de AWS.
Garantizar la integridad, consistencia, calidad y seguridad de los datos.
Colaborar activamente con equipos de negocio, científicos de datos, analistas y desarrolladores para entender los requisitos y entregar soluciones integrales de datos.
Optimizar el rendimiento de las consultas y procesos de datos.
 Tus superpoderes:
4 años de experiencia en desarrollo de soluciones de datos o como Ingeniero(a) de Datos.
2 años trabajando con el ecosistema de datos de AWS en entornos productivos.
Dominio avanzado de Python y SQL (PostgreSQL).
Experiencia sólida en ETLs, modelamiento y arquitectura de datos.
Conocimiento avanzado de AWS Lambda y Athena; manejo de Glue y DMS.
Experiencia en CI/CD y uso experto de Git (PRs, code reviews, branching).
Conocimientos en Marcos de Trabajo, tales como Safe, Agile, Lean, Lego, Spotify, DevSecOps.
 Tus competencias clave:
Pensamiento analítico y lógica estructurada.
Resolución de problemas complejos.
Comunicación efectiva con equipos técnicos y de negocio.
Trabajo colaborativo y responsabilidad.
Organización y planificación orientada a resultados.
Atención al detalle y altos estándares de calidad técnica.
 ¿Qué ofrecemos?
Ser parte de una startup de e-commerce en pleno crecimiento.
Un entorno dinámico, retador y orientado a resultados.
Aprendizaje constante en tecnología y desarrollo de producto.
La oportunidad de generar impacto real dentro de Dropi.
En Dropi serás parte de una empresa que está redefiniendo el futuro del comercio digital en LATAM.",Educación mínima: Universidad / Carrera Profesional | años de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-engineer-en-cali-086FBCA6BF604F3261373E686DCF3405#lc=ListOffers-Score3-7,Universidad / Carrera Profesional,1,,No especificado,"Python, SQL, AWS, Estadística / Modelamiento, ETL / Pipelines de Datos, Git / Control de Versiones",6,,,Junior / Trainee (0-1 años),3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
FD98075031A82F0461373E686DCF3405,Embajador de Rehabilitación,EL COMITE DE REHABILITACION,"4,5","$ 2.200.000,00 (Mensual)",No especificada,Hace  5  días,"Nos encontramos en búsqueda de un Embajador de Rehabilitación (Visitador Medico / Transferencista) quien tendrá como principal propósito establecer, fortalecer y gestionar relaciones estratégicas con profesionales de la salud y redes médicas, con el fin de promover y posicionar los servicios de rehabilitación integral ofrecidos por El Comité. Este rol actúa como principal referente institucional ante médicos remitentes, brindando asesoría técnica, construyendo relaciones de confianza y facilitando el acceso oportuno de los pacientes a los programas de atención para mejorar su autonomía y calidad de vida.
Responsabilidades principales
Identificar especialidades médicas con alto potencial de remisión.
Realizar visitas programadas a médicos (generales, fisiatras, neurólogos, ortopedistas, entre otros).
Brindar información científica y actualizada sobre los servicios de rehabilitación.
Establecer vínculos de colaboración con médicos y sus equipos.
Administrar CRM con base de datos médica, historial de visitas y frecuencia de remisión.
Coordinar eventos médicos junto al área de Mercadeo.
Cumplir con indicadores de gestión y estándares institucionales.
Formación académica: Tecnólogos en áreas de la salud, administrativas o comerciales con experiencia en relacionamiento médico, promoción de servicios en salud o gestión comercial técnica.
Experiencia: Mínimo 2 años en ventas, transferencias o roles similares, preferiblemente en entidades del sector salud, rehabilitación, EPS o IPS.
Salario: 2.200.000 + auxilio de transporte por ley + 250.000 auxilio de rodamiento (deseable contar con vehículo propio) + Comisiones por cumplimiento
la vacante es 100% presencial en la ciudad de Medellín",Educación mínima: Universidad / Carrera técnica | 1 año de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-embajador-de-rehabilitacion-en-medellin-FD98075031A82F0461373E686DCF3405#lc=ListOffers-Score3-8,Universidad / Carrera técnica,1,,No especificado,,0,2200000.0,2.2,Junior / Trainee (0-1 años),2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D778EDE9A71E410761373E686DCF3405,Auxiliar de Investigación y Desarrollo,Confidencial / No especificada,"Cartagena de Indias, Bolívar","$ 3.103.000,00 (Mensual)",No especificada,Hace  5  días,"Importante empresa requiere profesional en ingenieria naval, mecánica, sistemas, electrónica, software, mecatrónica o en carreras administrativas, económicas y afines a proyectos de investigación, con mínimo seis (6) meses de experiencia general y seis (6) meses de experiencia específica en el desarrollo de actividades relacionadas con el cargo.

Es indispensable que los aspirantes cuenten con conocimientos y manejo de sistemas de información office, así como de herramientas tecnológicas asociadas al área específica del proyecto. Adicionalmente, deberán acreditar un nivel de inglés B1 y conocimientos básicos en sistemas de gestión ambiental.

Funciones: 
-Apoyar la ejecución de proyectos de investigación y desarrollo aprobados por las directivas de
la Corporación, que le permitan generar diferenciación en productos, servicios y procesos.

-Contribuir al desarrollo de productos de Ciencia, Tecnología e Innovación como los asociados a
la generación de nuevo conocimiento, desarrollo tecnológico y a la apropiación social de
conocimiento, para el fortalecimiento del grupo de investigación PRODIN de la empresa.

-Realizar actividades de vigilancia tecnológica, que permita identificar las oportunidades de
desarrollo de proyectos de I+D+i.

-Soportar la formulación de proyectos de I+D+i que serán presentados por la empresa para
desarrollo interno o con entidades externas, brindando apoyo en la planificación inicial.

-Soportar la gestión documental del proyecto de investigación y desarrollo del cual participa.

-Asistir a las actividades de capacitación, codesarrollo y prácticas incluidas en el plan de
transferencia de tecnológicas, en el marco del proyecto de investigación en el que se
encuentre vinculado.

-Contribuir en la generación de conceptos y/o informes técnicos asociados a los proyectos en
los cuales participa.

-Contribuir en la compilación de datos e información para la estructuración y presentación de
informes de avances y finales de proyectos I+D+i en los cuales participa.

-Documentar los resultados obtenidos en proyectos I+D+i.

-Adoptar y apropiar metodologías científico y tecnológicas que permitan el desarrollo de los
proyectos I+D+i en los cuales participa.

-Conocer y cumplir con las funciones, roles y responsabilidades que están definidas para el
cargo que desempeña, en los documentos de los sistemas de gestión que la corporación tiene
implementados.

-Realizar otras funciones y tareas solicitadas y/o requeridas por el jefe inmediato de manera
verbal o escrita para el cumplimiento de las necesidades y objetivos establecidos, así como,
aquellas asociadas al comité de convivencia, brigadas, copasst y/o supervisión de contratos.

Salario: $3.103.000",Educación mínima: Universidad / Carrera Profesional | años de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-investigacion-y-desarrollo-en-cartagena-de-indias-D778EDE9A71E410761373E686DCF3405#lc=ListOffers-Score3-9,Universidad / Carrera Profesional,1,,No especificado,,0,3103000.0,3.103,Junior / Trainee (0-1 años),3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2FF050DE6D8183AE61373E686DCF3405,Representante de Ventas Medellin sector farmaceutico,Michael Page,"Medellín, Antioquia","$ 9.000.000,00 (Mensual)",No especificada,Hace  5  días,"Profesionales graduados en carreras administrativas, comerciales o del área de la salud.
Experiencia mínima de 3 año en ventas, trade e institucional
Historial demostrable de cumplimiento y superación de objetivos comerciales.
Disponibilidad para viajar entre 6 y 10 días al mes.
Capacidad analítica para leer el negocio, interpretar datos y transformar insights en acciones comerciales.
Funciones:
Ejecutar una promoción médica de alto impacto, combinando solidez científica con habilidades comerciales avanzadas para influenciar decisiones y acelerar la adopción de las marcas.
Utilizar técnicas de venta consultiva y basada en valor, detectando necesidades, derribando objeciones y capitalizando oportunidades de negocio en cada visita.
Construir relaciones sólidas y productivas con médicos y stakeholders clave, posicionándose como un socio confiable y orientado a soluciones.
Gestionar el territorio con mentalidad de dueño: priorizar cuentas, diseñar planes de acción claro y asegurar su ejecución impecable, cumpliendo y superando objetivos.
Implementar de forma disciplinada la estrategia de marketing y el modelo multicanal, maximizando impacto y cobertura sobre clientes clave.
Trabajar con métricas, análisis y seguimiento permanente del desempeño comercial.
Cumplir estrictamente con los procesos, políticas y estándares éticos de Lilly, demostrando que la alta performance y el compliance van de la mano.
Alta adaptabilidad, resiliencia, disciplina y actitud ganadora.
Experiencia previa en entornos de alta presión comercial y culturas de alto desempeño.
Salario: 9.920.000
Comisiones: 2.705.000
Auxilio de Rodamiento 1.068.000
Auxilio de Vehiculo: 1.091.000
Auxilio salud: 330.000
Contrato por 1 año con posibilidad de pasar de forma directa",Educación mínima: Universidad / Carrera Profesional | años de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-representante-de-ventas-medellin-sector-farmaceutico-en-medellin-2FF050DE6D8183AE61373E686DCF3405#lc=ListOffers-Score3-10,Universidad / Carrera Profesional,1,,No especificado,,0,9000000.0,9.0,Junior / Trainee (0-1 años),3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCF3BE91827ACC2861373E686DCF3405,Auxiliar laboratorio,Aqualia Intech S.A. Sucursal en Colombia,"Villa del Rosario, Norte de Santander","$ 1.750.905,00 (Mensual)",No especificada,Hace  7  días,"Se busca Auxiliar de Laboratorio para unirse a nuestro equipo en Aqualia Villa del Rosario. En esta posición, serás responsable de apoyar en diversas tareas de laboratorio, garantizando la calidad y precisión de los resultados. 
Como Auxiliar de Laboratorio, tus responsabilidades incluirán la preparación de muestras, el mantenimiento de equipos de laboratorio, y el registro de datos de experimentos. Deberás trabajar en equipo para asegurar que todos los procesos se lleven a cabo de manera eficiente y conforme a los estándares de calidad establecidos.
Se requiere experiencia previa en un entorno de laboratorio Agua, con habilidades sólidas en técnicas de laboratorio y un enfoque meticuloso hacia los detalles. Además, se valora una actitud proactiva y la capacidad de trabajar en equipo. Buscamos una persona organizada, con habilidades de comunicación efectiva y un compromiso con la excelencia en la investigación científica.
Aqualia Villa del Rosario ofrece un ambiente de trabajo dinámico y desafiante, donde tu contribución será valorada y tu desarrollo profesional será apoyado. Si tienes un interés genuino en la investigación científica y deseas unirte a un equipo dedicado, esta oportunidad es para ti.
Si cumples con los requisitos y estás entusiasmado por esta oportunidad, te invitamos a aplicar. Estamos buscando personas comprometidas con la excelencia y con un espíritu de colaboración para avanzar en nuestros proyectos innovadores.","Educación mínima: Universidad / Carrera Profesional | 1 año de experiencia | Licencias de conducir: A2 ,B1",https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-laboratorio-ensayos-fisicoquimicos-yo-microbiologicos-de-muestras-de-agua-en-villa-del-rosario-BCF3BE91827ACC2861373E686DCF3405#lc=ListOffers-Score3-11,Universidad / Carrera Profesional,1,,No especificado,,0,1750905.0,1.750905,Junior / Trainee (0-1 años),3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A81ACA70D2C1DFC861373E686DCF3405,Coordinador(a) de Estudios Clínicos,Grupo AUNA,"Medellín, Antioquia","$ 4.860.000,00 (Mensual)",Presencial y remoto,Hace  7  días,"¡Únete a nuestro equipo de Investigación Clínica!
En Clínica Las Américas Auna buscamos un(a) Coordinador(a) de Estudios Clínicos, profesional apasionado por la investigación clínica, la calidad científica y la seguridad del paciente, que quiera contribuir al desarrollo de nuevas terapias y al avance del conocimiento médico mediante la correcta ejecución de ensayos clínicos bajo estándares nacionales e internacionales.
Misión del cargo
Gestionar y supervisar la ejecución de los ensayos clínicos asignados, garantizando el cumplimiento de las Buenas Prácticas Clínicas (BPC/GCP), la normatividad regulatoria vigente, los Procedimientos Operativos Estándar (POE) y los lineamientos institucionales, asegurando la calidad e integridad de la información, la seguridad de los participantes y el cumplimiento de los protocolos de investigación.
Principales responsabilidades
Coordinar integralmente los estudios clínicos asignados.
Programar y gestionar las visitas de pacientes de investigación.
Coordinar procedimientos diagnósticos y seguimiento clínico según protocolo.
Gestionar la documentación regulatoria de los estudios.
Diligenciar oportunamente eCRF/CRF.
Atender visitas de monitoreo, auditorías e inspecciones.
Gestionar reportes de eventos adversos y eventos adversos serios.
Resolver queries médicas y administrativas.
Coordinar actividades con investigadores, enfermería, farmacia, laboratorio e imagenología.
Supervisar el cumplimiento de actividades del personal delegado.
Gestionar documentación ante Comité de Ética.
Participar en reuniones de investigación, indicadores y mejora continua.
Mantener actualizadas las bases de datos y documentación del estudio.
Garantizar el cumplimiento de Buenas Prácticas Clínicas y normatividad regulatoria.
Requisitos
Formación
Profesional en áreas de la salud:
Enfermería
Bacteriología
Medicina
Química Farmacéutica
Instrumentación Quirúrgica
Fisioterapia
Microbiología
u otras profesiones del área de la salud.
Experiencia
Mínimo 2 años de experiencia profesional.
Mínimo 1 año coordinando o participando en estudios de investigación clínica.
Conocimientos indispensables
Buenas Prácticas Clínicas (ICH-GCP).
Normatividad regulatoria para investigación clínica.
Bioética.
Metodología de investigación clínica.
Manejo de eCRF/CRF.
Reporte de Eventos Adversos (AE/SAE).
Manejo de Queries.
Protocolos clínicos.
Comité de Ética.
Documentación regulatoria.
Seguimiento de pacientes.
Coordinación de estudios patrocinados.
Será un valor agregado si cuentas con experiencia en
Estudios Fase II, III o IV.
Plataformas IVRS/IWRS.
Sistemas EDC.
Auditorías regulatorias.
Patrocinadores farmacéuticos.
Indicadores de investigación.
Epidemiología.
Nivel de inglés
Mínimo A2.
Deseable B1.
Competencias
Planeación y organización.
Alto nivel de seguimiento.
Atención al detalle.
Gestión documental.
Comunicación efectiva.
Trabajo interdisciplinario.
Orientación a resultados.
Liderazgo técnico.
Adaptabilidad.
Ética profesional.
Toma de decisiones.
Te ofrecemos
Vinculación a una institución líder del sector salud.
Participación en estudios clínicos nacionales e internacionales.
Desarrollo profesional continuo.
Trabajo interdisciplinario de alto impacto científico.
Oportunidades de crecimiento profesional.
Si cuentas con experiencia en investigación clínica y deseas aportar al desarrollo de nuevas alternativas terapéuticas, ¡postúlate y haz parte de nuestro equipo!",Educación mínima: Universidad / Carrera Profesional | 2 años de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinadora-de-estudios-clinicos-en-medellin-A81ACA70D2C1DFC861373E686DCF3405#lc=ListOffers-Score3-12,Universidad / Carrera Profesional,2,,No especificado,Google Cloud (GCP),1,4860000.0,4.86,Semi-Senior (2-3 años),3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10843DE0ACB1CAD161373E686DCF3405,Cientifiico/a de Datos,Gestión Profesional S.A.S,"4,2","$ 3.799.999,00 (Mensual)",No especificada,Hace  14  minutos,"Si eres una persona analítica, curiosa, orientada a los datos y apasionada por transformar información en soluciones, ¡esta oportunidad es para ti!
Condiciones laborales
Cargo: Científico(a) de Datos
Salario: $3.800.000 mensuales
Ubicación: Centro de Bogotá
Modalidad: Presencial
Experiencia: Mínimo 1 año
Perfil requerido
Profesional en carreras como:
Ingeniería de Sistemas
Estadística
Matemáticas
Física
Economía
Ingeniería de carreras afines
Con mínimo 1 año de experiencia en análisis de datos, manejo de bases de datos, construcción de modelos predictivos y generación de soluciones basadas en datos.
Conocimientos y habilidades
Buscamos experiencia en:
Excel: nivel medio-avanzado, incluyendo manejo y análisis de bases de datos, tablas dinámicas, funciones y fórmulas avanzadas, validación de información y generación de reportes.
Python y R: análisis de datos y desarrollo de modelos predictivos.
SQL: consulta, extracción y transformación de información.
Pandas, Scikit-learn y/o TensorFlow: manejo de librerías para análisis de datos y Machine Learning.
Bases de datos relacionales y no relacionales.
Visualización de datos y generación de informes y dashboards.
Estadística aplicada y construcción de modelos predictivos.
Pensamiento analítico y capacidad para resolver problemas.
Principales responsabilidades
Recopilar, organizar y depurar información proveniente de diferentes fuentes.
Analizar bases de datos para identificar tendencias, patrones y oportunidades de mejora.
Construir indicadores, informes y herramientas de visualización.
Desarrollar modelos estadísticos y predictivos utilizando herramientas de Machine Learning.
Extraer y transformar información mediante consultas SQL.
Automatizar procesos de análisis y generación de reportes mediante Python y R.
Presentar resultados de análisis de manera clara y sencilla a las diferentes áreas.
Proponer soluciones basadas en datos que contribuyan al seguimiento y mejoramiento de los procesos de la compañía.
¿Qué buscamos en ti?
Una persona con sólido pensamiento analítico, capacidad para transformar grandes volúmenes de información en indicadores y soluciones, interés por la tecnología y orientación a la automatización y la toma de decisiones basada en datos.",Educación mínima: Universidad / Carrera Profesional | 1 año de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cientifiicoa-de-datos-bogota-urgente-en-bogota-dc-10843DE0ACB1CAD161373E686DCF3405#lc=ListOffers-Score3-13,Universidad / Carrera Profesional,1,,No especificado,"Python, R, SQL, Excel Avanzado, Machine Learning General, Scikit-Learn, TensorFlow / Keras, Estadística / Modelamiento",8,3799999.0,3.799999,Junior / Trainee (0-1 años),3.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
36EDF1314C8E73B561373E686DCF3405,auxiliar de calidad,ACTIVOS S A S,"4,5","$ 2.200.000,00 (Mensual)",No especificada,Hace  3  horas,"Reconocida empresa esta en búsqueda de nuestro(a) Auxiliar de Control de Calidad.
Para nuestra operación en Madrid, si eres Técnico o Tecnólogo en Control de Calidad o afines, con experiencia mínima de un año en el área de calidad y competencias como comunicación efectiva, detección y solución de problemas y orientación al cliente, ¡te estamos buscando!
Turnos rotativos
• Turno 1: 06:30 a.m. – 01:30 p.m.
• Turno 2: 01:30 p.m. – 08:30 p.m.
• Turno 3: 08:30 p.m. – 06:30 a.m.
Tu misión
Apoyar al área de calidad mediante la ejecución de inspecciones, ensayos y pruebas técnicas conforme al plan de calidad, contribuyendo al control de procesos y productos. Gestionar información y bases de datos, reportar no conformidades y brindar soporte en la implementación de procedimientos, asegurando el cumplimiento de estándares y promoviendo la mejora continua.
Lo que buscamos en ti
Formación académica: Técnico o Tecnólogo en Control de Calidad o afines.
Experiencia: Mínimo un año en el área de calidad o en cargos similares. Ideal en plantas de producción industrial y/o manufactura.
Conocimientos: Control de calidad, buenas prácticas de laboratorio, normativa y sistemas de gestión de calidad.
Competencias clave: comunicación efectiva, detección y solución de problemas, orientación al cliente.
Beneficios
Acceso a nuestra plataforma de beneficios.
Ofrecemos un ambiente de trabajo colaborativo.
Contarás con oportunidades de desarrollo profesional.",Educación mínima: Universidad / Carrera técnica | 1 año de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-calidad-madrid-y-alrededores-ruta-en-funza-36EDF1314C8E73B561373E686DCF3405#lc=ListOffers-Score0-14,Universidad / Carrera técnica,1,,No especificado,,0,2200000.0,2.2,Junior / Trainee (0-1 años),2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA88D82DED390D3561373E686DCF3405,Auxiliar III Calidad e Indicadores Bogotá 113969,NUEVA EPS S.A,"4,6","$ 2.305.000,00 (Mensual)",Presencial y remoto,Hace  6  horas,"¡Haz parte de la EPS con mayor número de afiliados en Colombia! 
Somos una EPS comprometida con el bienestar de los colombianos. Trabajamos día a día para garantizar el aseguramiento y la gestión integral de la salud de nuestros afiliados. 
¡Si cumples con los requisitos y te apasiona contribuir al sector salud, esta oportunidad puede ser para ti!! 
Estamos buscando: ANALISTA III 
Formación académica requerida: Técnico  o estudiante de pregrado mínimo tercer semestre culminado en carreras administrativas, ingenierías o áreas afines
Misionalidad del cargo: Gestionar en términos de oportunidad y calidad las solicitudes de los usuarios a través de los canales no presenciales con el fin de contribuir a la satisfacción de los mismos y por ende a la optimización de los recursos de la compañía.
Principales responsabilidades:  
Enviar alertas cuando se altere la gestión de los procesos automatizados. 
Gestionar el acceso de los usuarios y funcionarios a los canales no presenciales. 
Asegurar la actualización constante de las áreas usuarias en lo referente a cambios en los procesos y herramientas.  
Experiencia mínima de 6 meses:  
Experiencia requerida - conocimientos específicos y habilidades técnicas: 
En áreas de servicio, manejo de herramientas de seguimiento, control de indicadores, planes de mejora y elaboración de informes. 
Manejo paquete de office, especialmente EXCEL.  
¿Qué te ofrecemos? 
Contrato a término INDEFINIDO 
Horario: Lunes a Jueves de 7:30 a 5:00 p.m y Viernes de 7:30 a 4:30 p.m. 
Modalidad Semipresencial. 
Salario: $2.305.000 
Haz parte de una organización donde tu talento contribuye al bienestar de millones de colombianos. 
  Recuerda que, el equipo de talento humano, por ningún motivo te solicitara realizar pagos para el proceso de selección o contratación 
Brindar una atención humanizada y de calidad a clientes internos y externos, alineada con los estándares de servicio de la organización. 
Atender las demás actividades y requerimientos asociados al alcance del cargo y al proceso, que sean asignados por el jefe inmediato conforme a las necesidades de la operación y los lineamientos institucionales. 
Manejo de Bases de datos.  
Conocimientos en el Sistema integrado de gestión en salud. 
Experiencia en realización de tableros de control.  
Analítica de datos.  
Experiencia para trabajar con volúmenes de datos.",Educación mínima: Universidad / Carrera técnica | 1 año de experiencia,https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-iii-calidad-e-indicadores-bogota-113969-en-bogota-dc-DA88D82DED390D3561373E686DCF3405#lc=ListOffers-Score0-15,Universidad / Carrera técnica,1,,No especificado,Excel Avanzado,1,2305000.0,2.305,Junior / Trainee (0-1 años),2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3F5784540DC203AE61373E686DCF3405,Coordinador de calidad,Motorreductores y equipos,"Medellín, Antioquia","$ 3.000.000,00 (Mensual)",No especificada,Hace  7  horas,"Estamos en busca de un tecnólogo en calidad, industrial, procesos, administrativo, producción u otros afines,  con experiencia en gestión de calidad para unirse a nuestro equipo de Motorreductores y equipos.
En esta posición, serás responsable de supervisar y garantizar la calidad de nuestros productos y procesos.
Tu papel será crucial para asegurar que cumplimos con los estándares ISO 9001 y mejoramos continuamente nuestros procedimientos.
Requisitos:
• Experiencia demostrable en análisis de procesos y auditoría de calidad.
• Conocimientos avanzados en ISO 9001.
• Capacidad para utilizar Microsoft Excel para análisis de datos y reportes.
• Habilidades de liderazgo y comunicación efectiva para trabajar con diferentes equipos.
• Orientación hacia los detalles y capacidad para identificar áreas de mejora.
Tus responsabilidades incluirán la supervisión de los procesos de producción, la realización de auditorías internas y externas, y la implementación de mejoras continuas para asegurar la excelencia en calidad.
También serás el punto de contacto para cualquier inquietud relacionada con la calidad y trabajarás en conjunto con los equipos de producción para resolver problemas y alcanzar los objetivos de calidad.
Este puesto es de tipo presencial y requiere una dedicación total para asegurar que nuestros estándares de calidad se mantengan y mejoren constantemente.
Si tienes un enfoque meticuloso hacia la calidad y deseas contribuir al éxito de nuestro equipo, esta oportunidad es para ti.
Únete a nosotros y ayuda a elevar la excelencia en la calidad de nuestros productos y procesos.
Contrato directo por la compañía a termino indefinido
Horario: Lunes a viernes
Salario: $3.000.000","Educación mínima: Universidad / Carrera tecnológica | 5 años de experiencia | Conocimientos: Análisis de procesos, Auditoria, Calidad, Iso 9001, Microsoft excel",https://co.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-calidad-en-medellin-3F5784540DC203AE61373E686DCF3405#lc=ListOffers-Score0-16,Universidad / Carrera tecnológica,5,"Análisis De Procesos, Auditoria, Calidad, Iso 9001, Microsoft Excel",No especificado,Excel Avanzado,1,3000000.0,3.0,Senior (4-5 años),2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
